City,2015 Population,2016 Population,2017 Population,2018 Population,2019 Population,2020 Population,2021 Population,2015 Price,2016 Price,2017 Price,2018 Price,2019 Price,2020 Price,2021 Price,2016 Population Change (%),2017 Population Change (%),2018 Population Change (%),2019 Population Change (%),2020 Population Change (%),2021 Population Change (%),2016 Price Change (%),2017 Price Change (%),2018 Price Change (%),2019 Price Change (%),2020 Price Change (%),2021 Price Change (%)
Laytonville,1274.0,1265.0,1254.0,1175.0,1198.0,777.0,770.0,279205.6,312018.0,354611.8,379147.5,398802.6,417092.3,438449.2,-0.7064364207221351,-0.8695652173913043,-6.299840510366826,1.9574468085106382,-35.14190317195325,-0.9009009009009009,11.752056549009055,13.651071412546708,6.919030895193,5.184024686962192,4.5861536509541345,5.1204253830627
Le Grand,1800.0,1721.0,1637.0,1726.0,1739.0,1597.0,1635.0,138518.9,154926.6,173455.2,188914.8,208803.5,224267.7,267338.8,-4.388888888888888,-4.880883207437536,5.436774587660354,0.7531865585168018,-8.16561242093157,2.3794614902943017,11.845098394515126,11.959598932655854,8.912733662640253,10.527867588987212,7.406101909211298,19.205217692962464
Lebec,1187.0,1379.0,1557.0,1802.0,1472.0,1474.0,868.0,186666.2,201859.3,218626.8,242303.5,254978.5,272744.3,328009.8,16.175231676495365,12.907904278462654,15.735388567758509,-18.312985571587127,0.1358695652173913,-41.11261872455903,8.139181062238357,8.306528359109539,10.829733591673122,5.231042886297557,6.967567853760215,20.262751595542053
Lemon Grove,26225.0,26421.0,26645.0,26767.0,26802.0,26739.0,27513.0,367453.0,400926.7,432440.2,460019.1,480557.7,511238.0,596420.4,0.7473784556720686,0.847810453805685,0.4578720210170764,0.13075802293869315,-0.23505708529214236,2.89464826657691,9.10965484021086,7.860164962822382,6.377506069047227,4.464727660221072,6.384311394864755,16.661985220190992
Lemoore,24974.0,25169.0,25525.0,25791.0,26107.0,25867.0,26631.0,201679.8,215380.2,235105.4,247745.7,257393.4,269818.8,313058.7,0.7808120445263074,1.414438396440065,1.0421155729676788,1.2252336086231632,-0.9192936760255871,2.953570185951212,6.793144380349457,9.158316316913059,5.37643967344009,3.8941947327440927,4.827396506670332,16.025532690828076
Lewiston,1385.0,1320.0,1368.0,1340.0,1383.0,1481.0,1817.0,205640.2,218215.6,239811.2,251259.0,250000.4,266663.2,305849.3,-4.693140794223827,3.6363636363636362,-2.046783625730994,3.2089552238805967,7.086044830079537,22.687373396353816,6.115244003847494,9.896451032831752,4.7736719552714755,-0.5009173800739499,6.66510933582507,14.694978534720942
Lexington Hills,2581.0,2617.0,2531.0,2603.0,2685.0,2656.0,2532.0,764526.9,799543.5,833449.3,991744.2,985430.4,1014643.3,1151638.5,1.3948082138705928,-3.2862055789071456,2.8447254049782695,3.1502112946600076,-1.080074487895717,-4.66867469879518,4.58016585158743,4.240644817949248,18.99274496961002,-0.636635938985066,2.9644813068482585,13.501808960843672
Lincoln,45038.0,45675.0,46404.0,46939.0,47388.0,48150.0,49203.0,389579.5,412593.2,441223.0,466819.5,482725.6,505095.3,587777.2,1.4143612060926327,1.5960591133004927,1.1529178519093182,0.9565606425360574,1.6080020258293237,2.1869158878504673,5.907318018530239,6.938989784611086,5.80126149362114,3.407334098082873,4.6340405398014965,16.369564317862384
Lincoln Village,4108.0,4804.0,4931.0,4768.0,4859.0,3991.0,3503.0,207193.0,236270.1,262371.3,288115.0,303851.3,323164.7,380293.0,16.94255111976631,2.643630308076603,-3.305617521800851,1.9085570469798658,-17.863757974891953,-12.227511901779001,14.033823536509441,11.047187096462896,9.811934460819462,5.461812123631185,6.356201207630187,17.677766166911173
Linden,1845.0,2042.0,2102.0,1790.0,1547.0,2043.0,1899.0,397440.0,424296.2,455933.3,499700.5,529733.6,540908.5,630979.7,10.677506775067751,2.9382957884427032,-14.843006660323502,-13.575418994413408,32.062055591467356,-7.048458149779736,6.757296698872789,7.456371280251855,9.59947430907109,6.010220121852986,2.1095320364802275,16.651836678477036
Lindsay,12980.0,13052.0,13167.0,13232.0,13310.0,12793.0,12551.0,136734.6,150355.5,169681.7,181877.9,193125.7,205377.6,241220.8,0.5546995377503852,0.8810910205332516,0.4936583883952305,0.5894800483675937,-3.884297520661157,-1.8916595012897677,9.96156057062367,12.853670135113124,7.187693192607088,6.184258780203652,6.344002895523482,17.45234144327326
Litchfield,106.0,143.0,152.0,178.0,205.0,183.0,151.0,162204.0,184404.5,199720.8,216371.5,222279.7,227530.9,277481.5,34.90566037735849,6.293706293706294,17.105263157894736,15.168539325842698,-10.731707317073171,-17.48633879781421,13.686777144829968,8.305816832018735,8.336988435856462,2.730581430548853,2.36242895775007,21.95332589991074
Littlerock,2228.0,1786.0,1998.0,1766.0,786.0,948.0,1144.0,186076.5,206069.0,231705.3,269735.0,298144.1,321837.8,381505.8,-19.83842010771993,11.87010078387458,-11.611611611611613,-55.492638731596834,20.610687022900763,20.675105485232066,10.744236913312536,12.440638815154141,16.412960773879583,10.532226073739032,7.947063181864077,18.539773761814182
Livermore,85286.0,86493.0,88232.0,89027.0,89699.0,91763.0,88403.0,674404.4,722350.1,755792.3,821842.7,810788.7,824112.1,989957.3,1.415238139905729,2.0105673291480235,0.901033638589174,0.7548271872577982,2.3010289969787845,-3.661606529864978,7.109339737403841,4.629638730582313,8.739226372113066,-1.3450262440732272,1.6432641451465744,20.124106902446897
Livingston,13611.0,13703.0,13831.0,13997.0,14228.0,14392.0,14078.0,199970.7,222100.2,243676.7,261341.6,281012.1,299490.9,351548.6,0.6759238850929395,0.9341020214551558,1.2002024437856988,1.6503536472101163,1.1526567332021367,-2.1817676486937185,11.066371223384225,9.714759374372466,7.249318461715869,7.526738950094424,6.575802251931517,17.38206402932441
Lockeford,3410.0,3281.0,3283.0,3390.0,3521.0,3572.0,4076.0,277217.1,303431.1,330636.5,357880.5,370638.1,385743.9,459862.2,-3.782991202346041,0.06095702529716549,3.25921413341456,3.864306784660767,1.4484521442771938,14.109742441209406,9.4561266242234,8.965923400732498,8.239864624746511,3.5647653336798113,4.075619856674219,19.214380318133347
Lodi,63589.0,63842.0,64403.0,65006.0,65846.0,66562.0,66107.0,290538.2,315258.3,343398.4,370095.7,385586.5,402019.3,468133.1,0.39786755570932075,0.8787318693023402,0.9362917876496436,1.2921884133772268,1.0873857181909303,-0.6835732099396052,8.508382030314767,8.926045721873155,7.774439251900995,4.185620097720667,4.2617674633318305,16.44542936122718
Loma Linda,23751.0,23859.0,23961.0,24078.0,24184.0,24239.0,24712.0,322385.6,335846.0,376131.9,421710.9,426290.9,449353.9,527432.5,0.45471769609700646,0.4275116308311329,0.48829347689996244,0.4402358999916937,0.22742308964604696,1.9514006353397415,4.175248522266511,11.995349058794812,12.117823561362382,1.0860520797541633,5.4101553657373405,17.375747712437786
Lomita,20622.0,20652.0,20707.0,20628.0,20514.0,20212.0,20884.0,515248.1,534093.6,577741.8,641271.8,662291.9,704460.7,806587.6,0.14547570555717193,0.2663180321518497,-0.3815134978509683,-0.5526468877254218,-1.4721653504923466,3.3247575697605383,3.6575583684830666,8.172387761246357,10.996261651831318,3.2778768690592623,6.3671018775859896,14.497174931121073
Lompoc,43428.0,43678.0,43762.0,43511.0,43232.0,42753.0,44232.0,284858.7,318222.1,342324.4,359092.1,371035.1,388610.8,457615.4,0.5756654692824906,0.19231649800815057,-0.5735569672318449,-0.6412171634759026,-1.1079755736491488,3.4594063574486,11.712262957037986,7.57404969673698,4.8981901377757335,3.3258877040179944,4.736937287065297,17.756737589382496
Long Beach,470237.0,469793.0,470489.0,468883.0,466776.0,462081.0,466565.0,463493.8,483267.4,526555.8,586911.1,609655.8,645808.7,745729.6,-0.09442047308059552,0.14815035558213935,-0.34134698154473325,-0.44936583326757423,-1.0058357756182836,0.9703926367887882,4.266205934146268,8.957442608377892,11.46227997108757,3.875322855539803,5.930051022232529,15.472213365970452
Loomis,6648.0,6690.0,6727.0,6753.0,6790.0,6802.0,6791.0,486594.7,525025.1,565063.2,614234.1,637648.6,670525.7,820320.2,0.631768953068592,0.5530642750373692,0.38650215549279027,0.5479046349770472,0.17673048600883653,-0.1617171420170538,7.89782543870699,7.625940169336662,8.701840785243142,3.8119830859276624,5.155990305632284,22.339859605679546
Los Alamitos,11658.0,11661.0,11639.0,11628.0,11534.0,11521.0,11780.0,792993.1,811426.8,880110.5,956687.2,963814.1,1026283.0,1188099.7,0.02573340195573855,-0.18866306491724552,-0.09450983761491537,-0.8083935328517372,-0.1127102479625455,2.2480687440326363,2.324572559332492,8.464558971924511,8.70080518298554,0.7449561361331084,6.4814262418447735,15.767259128330096
Los Alamos,1607.0,1351.0,1447.0,1623.0,1634.0,1275.0,1343.0,458934.8,504615.0,534216.9,560196.0,571944.6,597967.8,705040.1,-15.930304915992533,7.105847520355292,12.16309606081548,0.6777572396796057,-21.97062423500612,5.333333333333334,9.95352716769354,5.866234654142271,4.863024737704849,2.0972302551249875,4.5499511665990156,17.906031060535355
Los Altos,30075.0,30238.0,30527.0,30588.0,30504.0,30878.0,31562.0,2604507.9,2638875.7,2632654.7,3149834.6,3179775.9,3207966.6,3644175.0,0.541978387364921,0.9557510417355645,0.1998231074131097,-0.2746174970576697,1.2260687123000262,2.2151693762549387,1.3195506145326064,-0.23574433612011358,19.644805678465918,0.950567372648704,0.8865624775632833,13.597660274891886
Los Altos Hills,8314.0,8376.0,8490.0,8517.0,8505.0,8496.0,8520.0,3760527.0,3740824.4,3601262.2,4166817.8,4302628.2,4320280.6,4947153.7,0.745730093817657,1.361031518624642,0.3180212014134276,-0.14089468122578372,-0.10582010582010583,0.2824858757062147,-0.5239318850788757,-3.7307872564133113,15.704371650584054,3.259331377532283,0.41027016928860927,14.51000891006942
Los Angeles,3900794.0,3918872.0,3949776.0,3959657.0,3966936.0,3973278.0,3902440.0,525663.9,545176.0,593533.1,673534.7,703518.5,750603.7,865947.1,0.4634441090711276,0.7885942689631099,0.2501660853678791,0.18382905388017193,0.15987149780082158,-1.7828603988948168,3.7118965179081114,8.869997945617559,13.478877589135296,4.451708278727146,6.692816180384731,15.366750790064055
Los Banos,36847.0,37012.0,37559.0,38119.0,38914.0,39443.0,44421.0,227028.2,251881.5,276430.0,301367.7,326226.7,342378.9,401366.5,0.44779764974082015,1.4778990597644008,1.4909875129795789,2.0855741231406912,1.35940792516832,12.620743858225794,10.947230344071789,9.746051218529349,9.02134355894802,8.248727385184278,4.9512195047186545,17.228748617394345
Los Gatos,30398.0,30491.0,30709.0,30922.0,30729.0,31943.0,33309.0,1563487.5,1617972.9,1631381.2,1923373.8,1930507.4,1974212.0,2303999.5,0.30594118034081186,0.71496507166049,0.6936077371454623,-0.6241510898389496,3.950665495134889,4.276367279216103,3.484863166478779,0.8287098010108851,17.898489942142284,0.3708899434940759,2.2638918659415705,16.704766256106236
Los Molinos,2149.0,2069.0,1928.0,1845.0,1746.0,1924.0,1906.0,164223.1,182119.8,191140.2,206921.0,234764.5,253922.8,293585.9,-3.7226617031177294,-6.8148864185596905,-4.304979253112033,-5.365853658536586,10.194730813287514,-0.9355509355509356,10.89779696035453,4.953003462555979,8.25613868772764,13.456101603993794,8.160646094277451,15.620141239778404
Los Olivos,1007.0,871.0,788.0,831.0,791.0,838.0,983.0,862218.7,930586.1,944784.3,981214.0,986365.2,1011107.6,1236461.7,-13.505461767626613,-9.529276693455797,5.456852791878172,-4.813477737665464,5.941845764854614,17.30310262529833,7.92924115424544,1.5257266361489894,3.8558748277252226,0.524982317822611,2.5084421064327924,22.287845527024025
Los Osos,15388.0,15603.0,15714.0,16292.0,16533.0,16174.0,15692.0,460210.1,492918.2,552820.6,585452.5,599558.0,623805.8,709691.3,1.3971926176241227,0.7114016535281676,3.678248695430826,1.4792536214092806,-2.1714147462650457,-2.980091504884382,7.107210380650063,12.152604630950929,5.902801017183518,2.4093329518620212,4.044279285740504,13.767986767676735
Lost Hills,2126.0,2013.0,2055.0,1943.0,1726.0,1742.0,1768.0,107161.0,122304.1,138834.4,154159.1,165959.1,169901.7,199481.6,-5.315145813734714,2.086438152011923,-5.450121654501217,-11.16829644879053,0.9269988412514484,1.4925373134328357,14.131167122367286,13.51573659427606,11.038114473070083,7.654429741740837,2.3756455656845605,17.410008257716076
Lower Lake,1639.0,1558.0,1443.0,1595.0,1355.0,1065.0,1036.0,237326.6,269799.8,295899.8,319891.6,334366.3,343959.6,414592.6,-4.942037827943868,-7.381258023106548,10.533610533610533,-15.047021943573668,-21.40221402214022,-2.7230046948356805,13.682916284984481,9.673839639614263,8.108082533344053,4.524876551931971,2.8690989492661156,20.535260536411837
Loyalton,890.0,916.0,1082.0,1149.0,1093.0,1065.0,999.0,115217.0,131746.6,150377.4,180536.0,195245.2,206472.5,246349.6,2.9213483146067416,18.12227074235808,6.1922365988909425,-4.873803307223673,-2.5617566331198534,-6.197183098591549,14.346494006960784,14.141389607018311,20.055274263286908,8.147516284840703,5.750359035715085,19.313516327840272
Lucerne,3162.0,3163.0,3144.0,2956.0,2896.0,2674.0,3004.0,131152.2,145269.8,161852.9,179570.0,197325.0,206179.0,241722.8,0.031625553447185324,-0.6006955422067657,-5.979643765903308,-2.029769959404601,-7.665745856353591,12.341062079281974,10.764287598683039,11.415380209788962,10.946421102124217,9.88750904939578,4.487013809704802,17.239292071452468
Lucerne Valley,5425.0,5263.0,5472.0,5423.0,5956.0,5694.0,5998.0,99050.8,105576.1,127114.2,164805.8,170347.8,182863.5,234250.8,-2.9861751152073737,3.9711191335740073,-0.8954678362573099,9.828508205790152,-4.398925453324379,5.338953284158763,6.587831698481994,20.400545199150177,29.65176195893141,3.3627457286090663,7.347145076132485,28.101452722932674
Lynwood,71191.0,71233.0,71350.0,71022.0,70635.0,69625.0,67497.0,307124.5,326178.7,364781.2,412844.7,441546.3,473211.5,536030.1,0.05899622143248444,0.16424971572164587,-0.45970567624386827,-0.5449015797921771,-1.429886033835917,-3.0563734290843807,6.204063824279734,11.834770326817784,13.175980560401687,6.952154163538972,7.171433663921543,13.274952109152032
Lytle Creek,1111.0,1019.0,901.0,724.0,673.0,656.0,640.0,156375.8,172649.7,205173.3,246298.4,261515.4,276525.8,323335.3,-8.28082808280828,-11.579980372914623,-19.644839067702552,-7.044198895027624,-2.526002971768202,-2.4390243902439024,10.406917182837768,18.83791283738111,20.04407980960486,6.17827805621149,5.739776701486794,16.927715243930226
Macdoel,158.0,155.0,91.0,105.0,54.0,26.0,94.0,73072.8,79719.3,80188.9,87873.8,93999.2,93527.9,122284.2,-1.89873417721519,-41.29032258064516,15.384615384615385,-48.57142857142857,-51.85185185185185,261.53846153846155,9.095723716622327,0.5890668884448199,9.583495970140516,6.970678404712205,-0.5013872458489039,30.746226527057708
Madera,63053.0,63398.0,64058.0,64362.0,64833.0,65575.0,66173.0,188136.1,200868.2,217876.5,243465.5,258040.1,276755.8,325007.9,0.5471587394731416,1.0410423041736332,0.4745699210090855,0.7317982660576117,1.1444788919223234,0.9119329012581013,6.7674943830556735,8.467393046783906,11.744726943933834,5.986310175363658,7.253019976352506,17.434901093310433
Magalia,11306.0,11862.0,12346.0,12671.0,11476.0,11444.0,10537.0,178929.6,192834.4,210602.5,232315.4,255806.4,254350.2,278163.4,4.917742791438175,4.08025628055977,2.632431556779524,-9.430984137005762,-0.27884280237016384,-7.9255505068157985,7.771101036385253,9.214175479063904,10.309896606165642,10.111684373915807,-0.5692586268365383,9.36236731875973
Malibu,12856.0,12853.0,12871.0,12846.0,12620.0,12280.0,10915.0,1787607.9,1748795.6,2040793.8,2574965.2,2794309.5,2736930.3,3351049.7,-0.023335407591785935,0.14004512565159885,-0.19423510216766374,-1.7593025066168457,-2.694136291600634,-11.115635179153093,-2.1711864218098285,16.697102851814126,26.174687516200812,8.518340364366859,-2.053430373407104,22.438255004155582
Mammoth Lakes,8104.0,8035.0,8092.0,8091.0,8169.0,8263.0,7321.0,629627.4,662355.7,691599.1,772578.0,813071.3,792150.9,990255.8,-0.851431391905232,0.7093963907902925,-0.012357884330202669,0.96403411197627,1.1506916391235158,-11.400217838557424,5.19804252483293,4.415059763205786,11.708936579009432,5.2413219118328565,-2.5730092797519752,25.008480076207707
Manchester,226.0,177.0,168.0,199.0,218.0,267.0,280.0,419050.3,442077.4,480347.4,509949.1,537624.1,561604.1,665966.1,-21.68141592920354,-5.084745762711865,18.452380952380953,9.547738693467336,22.477064220183486,4.868913857677903,5.495068253142889,8.656855111797164,6.162560680041143,5.4270122253377835,4.460365523048539,18.582841542645433
Manhattan Beach,35603.0,35573.0,35698.0,35573.0,35500.0,35064.0,35585.0,1626589.0,1650182.8,1823039.9,2137641.8,2226277.4,2255345.2,2557407.6,-0.08426256214363957,0.35139009923256403,-0.3501596728108017,-0.20521181795181742,-1.228169014084507,1.4858544375998175,1.4505077803919766,10.475027372725002,17.256994759138287,4.146419666756147,1.3056683771752917,13.393178126346243
Manteca,72251.0,73570.0,75314.0,77073.0,79129.0,81078.0,82408.0,314128.2,345174.8,374998.0,406751.9,422819.2,443733.8,534130.3,1.8255802687852072,2.3705314666304202,2.3355551424701915,2.6676008459512413,2.4630666380214588,1.6403956683687313,9.883417025278208,8.640028182822157,8.467751828009755,3.950147497774439,4.946464115158435,20.371785967172222
Manton,423.0,426.0,404.0,372.0,350.0,331.0,291.0,199242.1,209782.6,223883.4,236807.1,246475.1,260057.7,303404.1,0.7092198581560284,-5.164319248826291,-7.920792079207921,-5.913978494623656,-5.428571428571429,-12.084592145015106,5.290297582689602,6.721625149082902,5.772513728128129,4.082647859798123,5.510739218687813,16.66799329533406
Maricopa,1221.0,1115.0,1127.0,1175.0,1229.0,2157.0,1315.0,85986.8,97577.8,104366.3,123716.0,127968.9,123702.8,142265.0,-8.681408681408682,1.0762331838565022,4.259094942324756,4.595744680851064,75.50854353132628,-39.03569772832638,13.479975996315712,6.957012763148995,18.540180115612028,3.4376313492191746,-3.3337006100700965,15.0054808783633
Marina,20537.0,20816.0,21227.0,21608.0,21981.0,21966.0,22246.0,472759.7,511393.6,550733.4,586556.8,612574.9,641620.7,749425.3,1.3585236402590446,1.9744427363566488,1.794883874311019,1.726212513883747,-0.06824075337791728,1.2746972594008923,8.17199520179067,7.6926656884247375,6.50467177040652,4.435734101113477,4.741591599655802,16.801920511604457
Mariposa,1580.0,1472.0,1338.0,1351.0,1186.0,1159.0,1305.0,235453.0,255649.1,271425.2,287519.4,297515.6,311941.9,368951.4,-6.8354430379746836,-9.103260869565217,0.9715994020926756,-12.21317542561066,-2.2765598650927488,12.597066436583262,8.577550509018787,6.170997668288292,5.929515756090448,3.476704528459628,4.848922207776684,18.275678900461912
Markleeville,205.0,230.0,190.0,143.0,132.0,187.0,183.0,313568.6,333461.0,344545.3,362923.3,381302.5,399796.6,478316.9,12.195121951219512,-17.391304347826086,-24.736842105263158,-7.6923076923076925,41.66666666666667,-2.13903743315508,6.343874992585362,3.3240169015267123,5.333986561418774,5.064210537047363,4.850243573016169,19.640061971512527
Martinez,37300.0,37544.0,37902.0,38117.0,38290.0,38397.0,37308.0,484718.4,534803.3,572279.6,610399.3,613825.7,646630.2,758301.3,0.6541554959785523,0.9535478372043469,0.5672523877367949,0.45386572920219326,0.2794463306346305,-2.836159074927729,10.332782910654933,7.007492287351242,6.661027232143181,0.5613374720449231,5.344269554044414,17.269700672811155
Marysville,12161.0,12176.0,12225.0,12282.0,12327.0,12467.0,12451.0,185687.0,204895.5,227707.5,250464.3,267335.4,287053.2,339028.7,0.12334511964476606,0.40243101182654406,0.4662576687116564,0.3663898387884709,1.135718341851221,-0.12833881447020132,10.344558315875641,11.133480237486914,9.993873719574449,6.735930030746911,7.3756786418858065,18.106573973047503
Mather,4425.0,4435.0,4201.0,4408.0,4272.0,4304.0,4707.0,309292.2,333913.4,362535.2,394859.0,406391.9,430199.5,517232.3,0.22598870056497175,-5.276211950394589,4.927398238514639,-3.0852994555353903,0.7490636704119851,9.363382899628252,7.960498195557474,8.571623660505983,8.916044566155227,2.9207641208634025,5.858286053437575,20.230799896327166
Maywood,27739.0,27672.0,27700.0,27542.0,27332.0,27127.0,25477.0,304608.7,321096.5,358812.5,407075.4,429056.6,460014.5,513002.5,-0.24153718591153248,0.1011853136744724,-0.5703971119133574,-0.7624718611575049,-0.7500365871505927,-6.082500829431932,5.412780396620316,11.746001591421894,13.450729838007321,5.399785887331918,7.215341752113829,11.518767343203312
McArthur,283.0,481.0,380.0,386.0,446.0,521.0,418.0,177839.0,190668.0,208554.7,223801.1,228917.9,234640.9,282993.2,69.96466431095406,-20.997920997921,1.5789473684210527,15.544041450777202,16.81614349775785,-19.769673704414586,7.2138282379005725,9.381070761742931,7.31050415070962,2.286315840270664,2.5000229339863766,20.60693596043998
McCloud,1175.0,1101.0,1108.0,1072.0,1020.0,899.0,870.0,158292.0,171426.2,182913.2,205649.4,221916.4,234788.7,295282.2,-6.297872340425532,0.6357856494096277,-3.2490974729241873,-4.850746268656716,-11.862745098039214,-3.225806451612903,8.297450281757772,6.700842694990613,12.430048788168367,7.910064410593954,5.800517672420794,25.7650815392734
McKinleyville,16291.0,16948.0,16963.0,16612.0,17208.0,16645.0,16457.0,325435.1,347954.9,373902.5,388096.7,406727.3,421361.3,462108.5,4.032901602111595,0.08850601840925183,-2.0692094558745504,3.5877678786419454,-3.2717340771734076,-1.129468308801442,6.919905074775293,7.457173329072238,3.7962303006799933,4.800504616504076,3.597988136031194,9.670370772066637
Meadow Vista,3129.0,3214.0,3448.0,3460.0,3679.0,3508.0,3537.0,405351.3,440382.0,474818.7,508726.3,525572.2,545572.2,630656.1,2.716522850751039,7.280647168637213,0.34802784222737815,6.329479768786126,-4.648002174503942,0.8266818700114025,8.642059369243423,7.819733776584877,7.141167776248065,3.3113876754553413,3.8053763117607824,15.595351082771453
Mecca,9472.0,8863.0,7893.0,7174.0,6635.0,5541.0,4451.0,119308.3,129768.4,146957.6,168518.5,187927.5,204704.2,235144.2,-6.429476351351352,-10.944375493625182,-9.109337387558595,-7.513242263730137,-16.48831951770912,-19.671539433315285,8.767286098284856,13.246059903643731,14.671510694241055,11.517429837080202,8.92721927339001,14.870237151949006
Mendocino,701.0,757.0,664.0,782.0,855.0,707.0,715.0,679566.2,729885.6,772833.2,830898.6,862716.4,892351.7,1029654.0,7.988587731811697,-12.285336856010568,17.771084337349397,9.335038363171355,-17.309941520467838,1.1315417256011315,7.40463548657953,5.88415499634463,7.513315939325592,3.8293240595182185,3.4351149462326127,15.386567874527504
Mendota,11402.0,11394.0,11396.0,11393.0,11531.0,12173.0,12534.0,135348.6,149844.5,164577.4,181622.1,192635.8,205234.5,239592.2,-0.0701631292755657,0.017553098121818503,-0.026325026325026327,1.2112700781181427,5.567600381580089,2.965579561324242,10.710047979809168,9.832125970589507,10.356646781392834,6.064074801469635,6.540165431347658,16.7407039264841
Menifee,83442.0,84978.0,86820.0,88515.0,90349.0,92968.0,101089.0,289607.9,311157.1,336071.9,367203.7,375955.8,393887.5,478171.0,1.8407995973250884,2.1676198545505896,1.9523151347615757,2.0719652036378013,2.898759255774829,8.73526374666552,7.440819121301577,8.007144943824212,9.26343440198362,2.383445482711633,4.7696298341454,21.397861064390213
Menlo Park,33064.0,33319.0,33661.0,33869.0,34138.0,35211.0,33677.0,2008563.6,2150444.9,2208834.6,2484907.3,2466885.4,2449578.9,2598286.0,0.7712315509315267,1.0264413697890094,0.61792578948932,0.794236617555877,3.143124963383912,-4.356593110107636,7.063819139209722,2.7152381351412536,12.498568249519439,-0.7252544189475362,-0.7015526542092307,6.070720971673952
Mentone,9844.0,9901.0,10129.0,9847.0,9793.0,10141.0,9708.0,233871.8,251211.6,282620.4,318618.8,326461.6,348102.9,413481.3,0.5790329134498171,2.3027976972023025,-2.7840852996347123,-0.5483903727023459,3.5535586643520882,-4.269795878118528,7.414232925902148,12.502925820304483,12.737367861626394,2.461499446988059,6.629049174543054,18.781343102858365
Merced,81120.0,81461.0,82008.0,82289.0,82662.0,84081.0,85993.0,185749.4,198091.0,218444.0,242422.5,260820.1,274513.3,326553.5,0.4203648915187376,0.6714869692245369,0.34264949760998925,0.45328051136846964,1.7166291645496115,2.273997692701086,6.644220654279372,10.274570778076743,10.9769551921774,7.5890645464014295,5.250055498023343,18.957259994324506
Meridian,500.0,403.0,451.0,405.0,371.0,278.0,360.0,236381.0,256198.3,278943.3,302939.8,318330.1,341192.3,393451.4,-19.400000000000002,11.910669975186105,-10.199556541019955,-8.395061728395062,-25.067385444743934,29.496402877697843,8.383626433596604,8.877888729160185,8.602644336680608,5.08031628726235,7.181915879145582,15.316611775822619
Middletown,953.0,771.0,627.0,757.0,739.0,725.0,1577.0,192085.0,213159.4,217997.4,236013.8,255195.6,265719.4,300135.0,-19.097586568730325,-18.67704280155642,20.73365231259968,-2.3778071334214,-1.8944519621109608,117.51724137931035,10.97139287294687,2.2696629846021334,8.264502237182644,8.127406109303786,4.123817181800947,12.951858238427445
Milford,192.0,145.0,183.0,181.0,206.0,117.0,103.0,168667.3,186202.6,202378.0,219964.4,225323.0,227658.2,277104.1,-24.479166666666664,26.20689655172414,-1.092896174863388,13.812154696132598,-43.203883495145625,-11.965811965811966,10.396383887096087,8.686989333124238,8.68987735821087,2.4361214814760963,1.036378887197495,21.719358230891732
Mill Valley,14243.0,14318.0,14392.0,14343.0,14330.0,14456.0,14240.0,1418686.9,1511350.3,1545411.5,1636630.6,1638485.7,1702217.5,1960914.7,0.5265744576283087,0.5168319597709178,-0.3404669260700389,-0.09063654744474657,0.8792742498255408,-1.4941892639734367,6.531631468507966,2.25369327018362,5.902576757064386,0.11334873000662826,3.8896769132620475,15.197658348595287
Millbrae,22416.0,22522.0,22738.0,22703.0,22625.0,22998.0,23083.0,1356873.1,1493731.6,1565802.5,1748474.7,1702291.5,1732206.0,1904691.7,0.47287651677373305,0.9590622502442057,-0.15392734629254992,-0.34356692948068535,1.6486187845303868,0.3695973562918515,10.086315367295585,4.824889558472211,11.66636277563741,-2.6413421938561625,1.7573077231484737,9.957574330073902
Milpitas,71533.0,73447.0,75498.0,77457.0,79517.0,75182.0,79593.0,761775.9,824879.7,857477.8,1064704.1,1056911.4,1073818.8,1232171.0,2.675688143933569,2.7924898225931623,2.5947707224032426,2.6595401319441754,-5.451664423959656,5.867095847410284,8.283774795185819,3.9518611016855063,24.166958025035754,-0.731912274969185,1.5996988962367273,14.746640680904447
Mission Viejo,95979.0,96178.0,96535.0,96124.0,95516.0,95638.0,93932.0,618151.3,638156.9,690918.9,733919.1,729761.5,763536.2,882909.5,0.20733702164015044,0.3711867578864189,-0.4257523178121924,-0.6325163330697848,0.1277272917626366,-1.783809782722349,3.236359771466949,8.26787268146752,6.223624798800547,-0.5664929554224678,4.628183317426304,15.634268552034605
Modesto,207482.0,208512.0,210166.0,211336.0,212616.0,214485.0,217728.0,217385.4,241261.3,264184.7,289154.1,304961.2,324854.4,385854.9,0.49642860585496573,0.7932397176181707,0.5567027968367863,0.6056705909073703,0.8790495541257479,1.5119938457234772,10.983212304046175,9.501482417611124,9.451493595200617,5.466669848361145,6.523190491118218,18.777797068471287
Mojave,4297.0,4239.0,4222.0,4230.0,3855.0,3780.0,3620.0,75365.0,84847.7,96114.1,115418.9,134908.3,153121.1,182483.1,-1.3497789155224575,-0.4010379806558151,0.18948365703458078,-8.865248226950355,-1.9455252918287937,-4.232804232804233,12.582365819677566,13.278379967871857,20.085294457316863,16.88579600048172,13.50013305334069,19.175672066096702
Mokelumne Hill,719.0,584.0,604.0,637.0,691.0,484.0,680.0,189580.1,212703.1,247201.3,263253.6,277050.5,282780.7,339807.5,-18.776077885952713,3.4246575342465753,5.4635761589403975,8.47723704866562,-29.956584659913172,40.49586776859504,12.196955271149239,16.218945563087694,6.493614718045572,5.240915983675067,2.068287189519604,20.166439930306414
